director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Tim Kirkby,Charlie Hunnam,Mel Gibson,Morena Baccarin,Action Crime Thriller,last looks,Charlie Hunnam Mel Gibson Morena Baccarin Tim Kirkby Action Crime Thriller
Rich Ragsdale,Scout Taylor-Compton,Nolan Gerard Funk,Jeff Fahey,Horror,the long night,Scout Taylor-Compton Nolan Gerard Funk Jeff Fahey Rich Ragsdale Horror
Steven Soderbergh,Zoë Kravitz,Rita Wilson,Byron Bowers,Thriller,kimi,Zoë Kravitz Rita Wilson Byron Bowers Steven Soderbergh Thriller
D.J. Caruso,Rainey Qualley,Jake Horowitz,Luciana VanDette,Horror Thriller,shut in,Rainey Qualley Jake Horowitz Luciana VanDette D.J. Caruso Horror Thriller
Kenneth Branagh,Tom Bateman,Annette Bening,Kenneth Branagh,Crime Drama Mystery Thriller,death on the nile,Tom Bateman Annette Bening Kenneth Branagh Kenneth Branagh Crime Drama Mystery Thriller
Kat Coiro,Jennifer Lopez,Owen Wilson,Maluma,Romance Comedy Music,marry me,Jennifer Lopez Owen Wilson Maluma Kat Coiro Romance Comedy Music
Mark Williams,Liam Neeson,Emmy Raver-Lampman,Taylor John Smith,Action Thriller,blacklight,Liam Neeson Emmy Raver-Lampman Taylor John Smith Mark Williams Action Thriller
Jason Orley,Charlie Day,Jenny Slate,Scott Eastwood,Comedy Romance,i want you back,Charlie Day Jenny Slate Scott Eastwood Jason Orley Comedy Romance
Emily Ting,Ava Michelle,Griffin Gluck,Sabrina Carpenter,Comedy Romance,tall girl 2,Ava Michelle Griffin Gluck Sabrina Carpenter Emily Ting Comedy Romance
Josephine Decker,Grace Kaufman,Pico Alexander,Jacques Colimon,Drama Romance Music,the sky is everywhere,Grace Kaufman Pico Alexander Jacques Colimon Josephine Decker Drama Romance Music
Arie Posin,Joey King,Kyle Allen,Kim Dickens,Romance Science Fiction Drama,the in between,Joey King Kyle Allen Kim Dickens Arie Posin Romance Science Fiction Drama
Roel Reiné,Iko Uwais,Lewis Tan,Lawrence Kao,Action Crime Fantasy,fistful of vengeance,Iko Uwais Lewis Tan Lawrence Kao Roel Reiné Action Crime Fantasy
Ruben Fleischer,Tom Holland,Mark Wahlberg,Sophia Ali,Action Adventure,uncharted,Tom Holland Mark Wahlberg Sophia Ali Ruben Fleischer Action Adventure
"Reid Carolin, Channing Tatum",Channing Tatum,Jane Adams,Kevin Nash,Drama Comedy,dog,"Channing Tatum Jane Adams Kevin Nash Reid Carolin, Channing Tatum Drama Comedy"
David Blue Garcia,Sarah Yarkin,Elsie Fisher,Mark Burham,Horror Thriller,texas chainsaw massacre,Sarah Yarkin Elsie Fisher Mark Burham David Blue Garcia Horror Thriller
Sean Ellis,Boyd Holbrook,Kelly Reilly,Alistair Petrie,Horror Fantasy Mystery,the cursed,Boyd Holbrook Kelly Reilly Alistair Petrie Sean Ellis Horror Fantasy Mystery
Erik Peter Carlson,Emily Shenaut,Brian Hull,Gabriel Burrafato,Fantasy Family,a fairy tale after all,Emily Shenaut Brian Hull Gabriel Burrafato Erik Peter Carlson Fantasy Family
Joe Wright,Peter Dinklage,Haley Bennett,Kelvin Harrison Jr.,Drama Romance,cyrano,Peter Dinklage Haley Bennett Kelvin Harrison Jr. Joe Wright Drama Romance
BJ McDonell,Dave Grohl,Taylor Hawkins,Nate Mendel,Comedy Horror Music,studio 666,Dave Grohl Taylor Hawkins Nate Mendel BJ McDonell Comedy Horror Music
Tyler Perry,Tyler Perry,Cassi Davis,David Mann,Comedy,a madea homecoming,Tyler Perry Cassi Davis David Mann Tyler Perry Comedy
Damien Power,Havana Rose Liu,Danny Ramirez,Dennis Haysbert,Horror Thriller,no exit,Havana Rose Liu Danny Ramirez Dennis Haysbert Damien Power Horror Thriller
Edward John Drake,Bruce Willis,Luke Wilson,Devon Sawa,Thriller Crime Mystery,gasoline alley,Bruce Willis Luke Wilson Devon Sawa Edward John Drake Thriller Crime Mystery
Matt Reeves,Robert Pattinson,Zoë Kravitz,Paul Dano,Crime Mystery Thriller,the batman,Robert Pattinson Zoë Kravitz Paul Dano Matt Reeves Crime Mystery Thriller
"Kogonada (writer/director); Colin Farrell, Jodie Turner-Smith, Justin H. Min, Malea Emma Tjandrawidjaja, Haley Lu Richardson, Ritchie Coster, Sarita Choudhury, Clifton Collins Jr.",Kogonada (writer/director); Colin Farrell,Jodie Turner-Smith,Justin H. Min,Drama Science Fiction,after yang,"Kogonada (writer/director); Colin Farrell Jodie Turner-Smith Justin H. Min Kogonada (writer/director); Colin Farrell, Jodie Turner-Smith, Justin H. Min, Malea Emma Tjandrawidjaja, Haley Lu Richardson, Ritchie Coster, Sarita Choudhury, Clifton Collins Jr. Drama Science Fiction"
Mimi Cave,Daisy Edgar-Jones,Sebastian Stan,Jonica T. Gibbs,Horror Thriller,fresh,Daisy Edgar-Jones Sebastian Stan Jonica T. Gibbs Mimi Cave Horror Thriller
Wes Miller,Kevin Dillon,Bruce Willis,Frank Grillo,Action Thriller Crime,a day to die,Kevin Dillon Bruce Willis Frank Grillo Wes Miller Action Thriller Crime
Shawn Levy,Ryan Reynolds,Mark Ruffalo,Jennifer Garner,Action Adventure Comedy Science Fiction,the adam project,Ryan Reynolds Mark Ruffalo Jennifer Garner Shawn Levy Action Adventure Comedy Science Fiction
Domee Shi,Rosalie Chiang,Sandra Oh,Ava Morse,Animation Family Comedy Fantasy,turning red,Rosalie Chiang Sandra Oh Ava Morse Domee Shi Animation Family Comedy Fantasy
Kim Bass,Rory Cochrane,Amy Smart,Major Dodson,Drama,tyson's run,Rory Cochrane Amy Smart Major Dodson Kim Bass Drama
Katt Shea,Grant Gustin,Scott Wolf,Kaylah Zander,Family Drama,rescued by ruby,Grant Gustin Scott Wolf Kaylah Zander Katt Shea Family Drama
Graham Moore,Mark Rylance,Zoey Deutch,Johnny Flynn,Crime Drama Thriller,the outfit,Mark Rylance Zoey Deutch Johnny Flynn Graham Moore Crime Drama Thriller
Adrian Lyne,Ben Affleck,Ana de Armas,Tracy Letts,Drama Mystery Thriller,deep water,Ben Affleck Ana de Armas Tracy Letts Adrian Lyne Drama Mystery Thriller
Gail Lerner,Gabrielle Union,Zach Braff,Erika Christensen,Family Comedy,cheaper by the dozen,Gabrielle Union Zach Braff Erika Christensen Gail Lerner Family Comedy
Charlie McDowell,Lily Collins,Jesse Plemons,Jason Segel,Crime Drama Thriller,windfall,Lily Collins Jesse Plemons Jason Segel Charlie McDowell Crime Drama Thriller
Ti West,Mia Goth,Jenna Ortega,Martin Henderson,Horror Thriller,x,Mia Goth Jenna Ortega Martin Henderson Ti West Horror Thriller
Iris K. Shim,Sandra Oh,Fivel Stewart,MeeWha Alana Lee,Horror Mystery,umma,Sandra Oh Fivel Stewart MeeWha Alana Lee Iris K. Shim Horror Mystery
Krystin Ver Linden,Keke Palmer,Common,Gaius Charles,Animation Family Fantasy Adventure,alice,Keke Palmer Common Gaius Charles Krystin Ver Linden Animation Family Fantasy Adventure
Mariama Diallo,Regina Hall,Zoe Renee,Amber Gray,Horror Thriller Drama Mystery,master,Regina Hall Zoe Renee Amber Gray Mariama Diallo Horror Thriller Drama Mystery
Peyfa,Bella Thorne,Melissa Leo,Roma Maffia,Mystery Thriller Crime,measure of revenge,Bella Thorne Melissa Leo Roma Maffia Peyfa Mystery Thriller Crime
"Aaron Nee, Adam Nee (directors/screenplay); Oren Uziel, Dana Fox (screenplay); Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, Brad Pitt",Sandra Bullock,Channing Tatum,Daniel Radcliffe,Action Adventure Comedy Romance,the lost city,"Sandra Bullock Channing Tatum Daniel Radcliffe Aaron Nee, Adam Nee (directors/screenplay); Oren Uziel, Dana Fox (screenplay); Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, Brad Pitt Action Adventure Comedy Romance"
"Daniel Kwan, Daniel Scheinert (directors/screenplay); Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, Jenny Slate, Harry Shum Jr., James Hong, Jamie Lee Curtis",Michelle Yeoh,Stephanie Hsu,Ke Huy Quan,Action Adventure Science Fiction Comedy,everything everywhere all at once,"Michelle Yeoh Stephanie Hsu Ke Huy Quan Daniel Kwan, Daniel Scheinert (directors/screenplay); Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, Jenny Slate, Harry Shum Jr., James Hong, Jamie Lee Curtis Action Adventure Science Fiction Comedy"
"Małgorzata Szumowska, Michał Englert",Naomi Watts,Billy Howle,Sophie Okonedo,Drama Thriller,infinite storm,"Naomi Watts Billy Howle Sophie Okonedo Małgorzata Szumowska, Michał Englert Drama Thriller"
Roshan Sethi,Karan Soni,Geraldine Viswanathan,Mark Duplass,Thriller Drama Crime,7 days,Karan Soni Geraldine Viswanathan Mark Duplass Roshan Sethi Thriller Drama Crime
Chris Winterbauer,Cole Sprouse,Lana Condor,Mason Gooding,Comedy Romance Science Fiction,moonshot,Cole Sprouse Lana Condor Mason Gooding Chris Winterbauer Comedy Romance Science Fiction
Daniel Espinosa,Jared Leto,Matt Smith,Adria Arjona,Action Science Fiction Fantasy,morbius,Jared Leto Matt Smith Adria Arjona Daniel Espinosa Action Science Fiction Fantasy
Judd Apatow,Karen Gillan,Iris Apatow,Fred Armisen,Comedy,the bubble,Karen Gillan Iris Apatow Fred Armisen Judd Apatow Comedy
Tarik Saleh,Chris Pine,Ben Foster,Gillian Jacobs,Action Thriller,the contractor,Chris Pine Ben Foster Gillian Jacobs Tarik Saleh Action Thriller
"Tim Federle (director, screenplay); Rueby Wood, Joshua Bassett, Aria Brooks, Lisa Kudrow, Norbert Leo Butz",Rueby Wood,Joshua Bassett,Aria Brooks,Music Family Comedy,better nate than ever,"Rueby Wood Joshua Bassett Aria Brooks Tim Federle (director, screenplay); Rueby Wood, Joshua Bassett, Aria Brooks, Lisa Kudrow, Norbert Leo Butz Music Family Comedy"
Richard Linklater,Glen Powell,Zachary Levi,Milo Coy,Animation Comedy Science Fiction Adventure,apollo 10 1⁄2: a space age childhood,Glen Powell Zachary Levi Milo Coy Richard Linklater Animation Comedy Science Fiction Adventure
Jeff Fowler,James Marsden,Ben Schwartz,Tika Sumpter,Action Fantasy Comedy Family Adventure Science Fiction,sonic the hedgehog 2,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Fantasy Comedy Family Adventure Science Fiction
Michael Bay,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,Action Thriller Crime,ambulance,Jake Gyllenhaal Yahya Abdul-Mateen II Eiza González Michael Bay Action Thriller Crime
Janus Metz Pedersen,Chris Pine,Thandiwe Newton,Laurence Fishburne,Thriller Action,all the old knives,Chris Pine Thandiwe Newton Laurence Fishburne Janus Metz Pedersen Thriller Action
Peter Sollett,Jaeden Martell,Isis Hainsworth,Adrian Greensmith,Comedy Drama Music,metal lords,Jaeden Martell Isis Hainsworth Adrian Greensmith Peter Sollett Comedy Drama Music
Rosalind Ross,Mark Wahlberg,Mel Gibson,Jacki Weaver,Drama,father stu,Mark Wahlberg Mel Gibson Jacki Weaver Rosalind Ross Drama
David Yates,Eddie Redmayne,Jude Law,Ezra Miller,Action Adventure Fantasy,fantastic beasts: the secrets of dumbledore,Eddie Redmayne Jude Law Ezra Miller David Yates Action Adventure Fantasy
Riley Stearns,Karen Gillan,Beulah Koale,Theo James,Science Fiction Comedy Thriller,dual,Karen Gillan Beulah Koale Theo James Riley Stearns Science Fiction Comedy Thriller
Toby Meakins,Asa Butterfield,Iola Evans,Eddie Marsan,Horror Thriller Drama,choose or die,Asa Butterfield Iola Evans Eddie Marsan Toby Meakins Horror Thriller Drama
Nick Lyon,Keesha Sharp,Jamie Bamber,Lydia Hearst,Thriller Horror,titanic 666,Keesha Sharp Jamie Bamber Lydia Hearst Nick Lyon Thriller Horror
Pierre Perifel,Sam Rockwell,Marc Maron,Craig Robinson,Animation Comedy Action Family Crime,the bad guys,Sam Rockwell Marc Maron Craig Robinson Pierre Perifel Animation Comedy Action Family Crime
Robert Eggers,Alexander Skarsgård,Nicole Kidman,Claes Bang,Action Adventure Fantasy Thriller,the northman,Alexander Skarsgård Nicole Kidman Claes Bang Robert Eggers Action Adventure Fantasy Thriller
Tom Gormican,Nicolas Cage,Pedro Pascal,Sharon Horgan,Action Comedy Crime,the unbearable weight of massive talent,Nicolas Cage Pedro Pascal Sharon Horgan Tom Gormican Action Comedy Crime
Barry Levinson,Ben Foster,Vicky Krieps,Billy Magnussen,Drama History,the survivor,Ben Foster Vicky Krieps Billy Magnussen Barry Levinson Drama History
"Barbara Białowąs, Tomasz Mandes (directors/screenplay); Blanka Lipińska, Tomasz Klimala (screenplay); Anna-Maria Sieklucka, Magdalena Lamparska, Michele Morrone",Anna-Maria Sieklucka,Magdalena Lamparska,Michele Morrone,Romance Drama,365 days: this day,"Anna-Maria Sieklucka Magdalena Lamparska Michele Morrone Barbara Białowąs, Tomasz Mandes (directors/screenplay); Blanka Lipińska, Tomasz Klimala (screenplay); Anna-Maria Sieklucka, Magdalena Lamparska, Michele Morrone Romance Drama"
Martin Campbell,Liam Neeson,Guy Pearce,Monica Bellucci,Action Thriller Crime,memory,Liam Neeson Guy Pearce Monica Bellucci Martin Campbell Action Thriller Crime
Sammi Cohen,Rowan Blanchard,Auliʻi Cravalho,Isabella Ferreira,Comedy Romance,crush,Rowan Blanchard Auliʻi Cravalho Isabella Ferreira Sammi Cohen Comedy Romance
Michael D. Olmos,Charlie Clark,Kuno Becker,Marko Zaror,Action Fantasy Comedy,green ghost and the masters of the stone,Charlie Clark Kuno Becker Marko Zaror Michael D. Olmos Action Fantasy Comedy
Sam Raimi,Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor,Fantasy Action Adventure,doctor strange in the multiverse of madness,Benedict Cumberbatch Elizabeth Olsen Chiwetel Ejiofor Sam Raimi Fantasy Action Adventure
Sofia Alvarez,Emma Pasarow,Belmont Cameli,Kate Bosworth,Romance Drama,along for the ride,Emma Pasarow Belmont Cameli Kate Bosworth Sofia Alvarez Romance Drama
Mark A.Z. Dippé,Pete Davidson,J. K. Simmons,David Koechner,Animation Family Comedy,marmaduke,Pete Davidson J. K. Simmons David Koechner Mark A.Z. Dippé Animation Family Comedy
John Madden,Colin Firth,Matthew Macfadyen,Kelly Macdonald,War History Drama,operation mincemeat,Colin Firth Matthew Macfadyen Kelly Macdonald John Madden War History Drama
Alex Hardcastle,Rebel Wilson,Sam Richardson,Zoë Chao,Comedy Drama,senior year,Rebel Wilson Sam Richardson Zoë Chao Alex Hardcastle Comedy Drama
Keith Thomas,Zac Efron,Ryan Kiera Armstrong,Sydney Lemmon,Thriller Fantasy Horror,firestarter,Zac Efron Ryan Kiera Armstrong Sydney Lemmon Keith Thomas Thriller Fantasy Horror
Elizabeth Allen Rosenbaum,Chosen Jacobs,Lexi Underwood,John Salley,Music Comedy Family,sneakerella,Chosen Jacobs Lexi Underwood John Salley Elizabeth Allen Rosenbaum Music Comedy Family
Jerrod Carmichael,Jerrod Carmichael,Christopher Abbott,Tiffany Haddish,Comedy Drama,on the count of three,Jerrod Carmichael Christopher Abbott Tiffany Haddish Jerrod Carmichael Comedy Drama
Chadd Harbold,Ashley Benson,Shiloh Fernandez,Logan Miller,Thriller Drama,private property,Ashley Benson Shiloh Fernandez Logan Miller Chadd Harbold Thriller Drama
Simon Curtis,Hugh Bonneville,Elizabeth McGovern,Maggie Smith,Drama History Romance,downton abbey: a new era,Hugh Bonneville Elizabeth McGovern Maggie Smith Simon Curtis Drama History Romance
Akiva Schaffer,John Mulaney,Andy Samberg,Will Arnett,Animation Family Comedy Adventure Mystery,chip 'n dale: rescue rangers,John Mulaney Andy Samberg Will Arnett Akiva Schaffer Animation Family Comedy Adventure Mystery
Alex Garland,Jessie Buckley,Rory Kinnear,Paapa Essiedu,Comedy Romance,men,Jessie Buckley Rory Kinnear Paapa Essiedu Alex Garland Comedy Romance
"Colson Baker, Mod Sun (directors/screenplay); Colson Baker, Mod Sun, Becky G, Dove Cameron, Pete Davidson, Whitney Cummings, Megan Fox",Colson Baker,Mod Sun,Becky G,Comedy,good mourning,"Colson Baker Mod Sun Becky G Colson Baker, Mod Sun (directors/screenplay); Colson Baker, Mod Sun, Becky G, Dove Cameron, Pete Davidson, Whitney Cummings, Megan Fox Comedy"
Joseph Kosinski,Tom Cruise,Miles Teller,Jennifer Connelly,Action Drama,top gun: maverick,Tom Cruise Miles Teller Jennifer Connelly Joseph Kosinski Action Drama
"Loren Bouchard, Bernard Derriman",H. Jon Benjamin,Dan Mintz,Eugene Mirman,Animation Adventure Comedy,the bob's burgers movie,"H. Jon Benjamin Dan Mintz Eugene Mirman Loren Bouchard, Bernard Derriman Animation Adventure Comedy"
Jonas Carpignano,Swamy Rotolo,Claudio Rotolo,Carmela Fumo,Drama,a chiara,Swamy Rotolo Claudio Rotolo Carmela Fumo Jonas Carpignano Drama
Julia Hart,Elijah Richardson,Grace VanderWaal,Tyrel Jackson Williams,Music Romance,hollywood stargirl,Elijah Richardson Grace VanderWaal Tyrel Jackson Williams Julia Hart Music Romance
David Cronenberg,Viggo Mortensen,Léa Seydoux,Kristen Stewart,Science Fiction Horror Drama,crimes of the future,Viggo Mortensen Léa Seydoux Kristen Stewart David Cronenberg Science Fiction Horror Drama
Terence Davies,Jack Lowden,Peter Capaldi,Simon Russell Beale,Drama History War,benediction,Jack Lowden Peter Capaldi Simon Russell Beale Terence Davies Drama History War
Andrew Ahn,Joel Kim Booster,Bowen Yang,Conrad Ricamora,Comedy Romance,fire island,Joel Kim Booster Bowen Yang Conrad Ricamora Andrew Ahn Comedy Romance
Chloe Okuno,Maika Monroe,Karl Glusman,Burn Gorman,Mystery Thriller Horror,watcher,Maika Monroe Karl Glusman Burn Gorman Chloe Okuno Mystery Thriller Horror
Jeremiah Zagar,Adam Sandler,Queen Latifah,Ben Foster,Comedy,hustle,Adam Sandler Queen Latifah Ben Foster Jeremiah Zagar Comedy
Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Sam Neill,Adventure Action Science Fiction Thriller,jurassic world dominion,Chris Pratt Bryce Dallas Howard Sam Neill Colin Trevorrow Adventure Action Science Fiction Thriller
Gaz Alazraki,Andy García,Gloria Estefan,Adria Arjona,Comedy Romance,father of the bride,Andy García Gloria Estefan Adria Arjona Gaz Alazraki Comedy Romance
Angus MacLane,Chris Evans,Keke Palmer,Dale Soules,Animation Science Fiction Adventure Action Family,lightyear,Chris Evans Keke Palmer Dale Soules Angus MacLane Animation Science Fiction Adventure Action Family
Joseph Kosinski,Chris Hemsworth,Miles Teller,Jurnee Smollett,Science Fiction Thriller,spiderhead,Chris Hemsworth Miles Teller Jurnee Smollett Joseph Kosinski Science Fiction Thriller
Cooper Raiff,Cooper Raiff,Dakota Johnson,Vanessa Burghardt,Comedy Drama Romance,cha cha real smooth,Cooper Raiff Dakota Johnson Vanessa Burghardt Cooper Raiff Comedy Drama Romance
Baz Luhrmann,Austin Butler,Tom Hanks,Helen Thomson,Drama Music History,elvis,Austin Butler Tom Hanks Helen Thomson Baz Luhrmann Drama Music History
Scott Derrickson,Ethan Hawke,Mason Thames,Madeleine McGraw,Horror Thriller,the black phone,Ethan Hawke Mason Thames Madeleine McGraw Scott Derrickson Horror Thriller
Dean Fleischer-Camp,Jenny Slate,Rosa Salazar,Thomas Mann,Animation Adventure Comedy Family,marcel the shell with shoes on,Jenny Slate Rosa Salazar Thomas Mann Dean Fleischer-Camp Animation Adventure Comedy Family
Greg Björkman,Clara Rugaard,Lewis Pullman,Lyrica Okano,Romance Drama,press play,Clara Rugaard Lewis Pullman Lyrica Okano Greg Björkman Romance Drama
Kyle Balda,Steve Carell,Taraji P. Henson,Michelle Yeoh,Family Animation Action Adventure Comedy,minions: the rise of gru,Steve Carell Taraji P. Henson Michelle Yeoh Kyle Balda Family Animation Action Adventure Comedy
John Michael McDonagh,Ralph Fiennes,Jessica Chastain,Caleb Landry Jones,Thriller,the forgiven,Ralph Fiennes Jessica Chastain Caleb Landry Jones John Michael McDonagh Thriller
Emma Holly Jones,Freida Pinto,Sope Dirisu,Oliver Jackson-Cohen,Comedy Romance,mr. malcolm's list,Freida Pinto Sope Dirisu Oliver Jackson-Cohen Emma Holly Jones Comedy Romance
Le-Van Kiet,Joey King,Dominic Cooper,Olga Kurylenko,Romance Family Animation,the princess,Joey King Dominic Cooper Olga Kurylenko Le-Van Kiet Romance Family Animation
Michael Lewen,Talia Ryder,Jordan Fisher,Ayo Edebiri,Romance Drama,"hello, goodbye, and everything in between",Talia Ryder Jordan Fisher Ayo Edebiri Michael Lewen Romance Drama
Taika Waititi,Chris Hemsworth,Christian Bale,Tessa Thompson,Action Adventure Fantasy,thor: love and thunder,Chris Hemsworth Christian Bale Tessa Thompson Taika Waititi Action Adventure Fantasy
Chris Williams,Karl Urban,Zaris-Angel Hator,Jared Harris,Animation Adventure Family Fantasy,the sea beast,Karl Urban Zaris-Angel Hator Jared Harris Chris Williams Animation Adventure Family Fantasy
"Anthony Russo, Joe Russo",Ryan Gosling,Chris Evans,Ana de Armas,Action Thriller Adventure,the gray man,"Ryan Gosling Chris Evans Ana de Armas Anthony Russo, Joe Russo Action Thriller Adventure"
"Rob Minkoff, Mark Koetsier",Michael Cera,Ricky Gervais,Mel Brooks,Family Comedy Animation Action,paws of fury: the legend of hank,"Michael Cera Ricky Gervais Mel Brooks Rob Minkoff, Mark Koetsier Family Comedy Animation Action"
Carrie Cracknell,Dakota Johnson,Henry Golding,Cosmo Jarvis,Drama Romance,persuasion,Dakota Johnson Henry Golding Cosmo Jarvis Carrie Cracknell Drama Romance
Olivia Newman,Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson,Drama Mystery,where the crawdads sing,Daisy Edgar-Jones Taylor John Smith Harris Dickinson Olivia Newman Drama Mystery
Anthony Fabian,Lesley Manville,Isabelle Huppert,Lambert Wilson,Drama,mrs. harris goes to paris,Lesley Manville Isabelle Huppert Lambert Wilson Anthony Fabian Drama
Jordan Peele,Daniel Kaluuya,Keke Palmer,Steven Yeun,Horror Mystery Science Fiction Thriller,nope,Daniel Kaluuya Keke Palmer Steven Yeun Jordan Peele Horror Mystery Science Fiction Thriller
Calmatic,Jacob Latimore,Tosin Cole,Melvin Gregg,Comedy Drama,house party,Jacob Latimore Tosin Cole Melvin Gregg Calmatic Comedy Drama
Jared Stern,Dwayne Johnson,Kevin Hart,Kate McKinnon,Animation Action Family Fantasy,dc league of super-pets,Dwayne Johnson Kevin Hart Kate McKinnon Jared Stern Animation Action Family Fantasy
B. J. Novak,B. J. Novak,Boyd Holbrook,Dove Cameron,Action Crime Fantasy,vengeance,B. J. Novak Boyd Holbrook Dove Cameron B. J. Novak Action Crime Fantasy
Quinn Shephard,Zoey Deutch,Dylan O'Brien,Karan Soni,Comedy Romance,not okay,Zoey Deutch Dylan O'Brien Karan Soni Quinn Shephard Comedy Romance
David Leitch,Brad Pitt,Joey King,Aaron Taylor-Johnson,Action Thriller Mystery,bullet train,Brad Pitt Joey King Aaron Taylor-Johnson David Leitch Action Thriller Mystery
Peggy Holmes,Eva Noblezada,Simon Pegg,Jane Fonda,Comedy,luck,Eva Noblezada Simon Pegg Jane Fonda Peggy Holmes Comedy
Dan Trachtenberg,Amber Midthunder,Dakota Beavers,Stormee Kipp,Thriller,prey,Amber Midthunder Dakota Beavers Stormee Kipp Dan Trachtenberg Thriller
"Henry Joost, Ariel Schulman (directors/screenplay); Josh Koenigsberg (screenplay); Owen Wilson, Michael Peña, Walker Scobell, Keith L. Williams, Jesse Williams",Owen Wilson,Michael Peña,Walker Scobell,Family Action Science Fiction Adventure,secret headquarters,"Owen Wilson Michael Peña Walker Scobell Henry Joost, Ariel Schulman (directors/screenplay); Josh Koenigsberg (screenplay); Owen Wilson, Michael Peña, Walker Scobell, Keith L. Williams, Jesse Williams Family Action Science Fiction Adventure"
Jay Chandrasekhar,Jo Koy,Jimmy O. Yang,Tia Carrere,Comedy,easter sunday,Jo Koy Jimmy O. Yang Tia Carrere Jay Chandrasekhar Comedy
"Ant Ward, Andy Suriano",Ben Schwartz,Omar Benson Miller,Brandon Mychal Smith,Animation Action Adventure Comedy Fantasy TV Movie,rise of the teenage mutant ninja turtles: the movie,"Ben Schwartz Omar Benson Miller Brandon Mychal Smith Ant Ward, Andy Suriano Animation Action Adventure Comedy Fantasy TV Movie"
Halina Reijn,Amandla Stenberg,Pete Davidson,Maria Bakalova,Horror Mystery Thriller Comedy,bodies bodies bodies,Amandla Stenberg Pete Davidson Maria Bakalova Halina Reijn Horror Mystery Thriller Comedy
John Logan,Theo Germaine,Kevin Bacon,Carrie Preston,Horror,they/them,Theo Germaine Kevin Bacon Carrie Preston John Logan Horror
Andrew Semans,Rebecca Hall,Grace Kaufman,Michael Esper,Action Crime Thriller,resurrection,Rebecca Hall Grace Kaufman Michael Esper Andrew Semans Action Crime Thriller
